Not using distributed mode
git:
  sha: 85b8696e6a0ce62526bd5f21358c671dcf69dc24, status: has uncommited changes, branch: main

Namespace(aux_loss=True, backbone='resnet101', batch_size=16, bbox_loss_coef=5, clip_max_norm=0.1, coco_panoptic_path=None, coco_path='/data/sundeep/Point-Beyond-Class/data/RSNA/cocoAnn/50p', cons_loss=False, cons_loss_coef=10, data_augment=True, dataset_file='rsna', dec_layers=6, device='cuda', dice_loss_coef=1, dilation=False, dim_feedforward=2048, dist_url='env://', distributed=False, dropout=0.1, enc_layers=6, eos_coef=0.1, epochs=111, eval=False, frozen_weights=None, generate_pseudo_bbox=False, giou_loss_coef=2, hidden_dim=256, load_from='', lr=0.0001, lr_backbone=1e-05, lr_drop=[72, 96], mask_loss_coef=1, masks=False, nheads=8, num_queries=100, num_workers=16, output_dir='/data/sundeep/Point-Beyond-Class/Output/outfiles/models/RSNA/exp4_stage1_data50p_1pts_Erase20_jit005_unlabelLossL2Loss50_Load2ptsconsPth_resnet101', partial=50, position_embedding='v4', pre_norm=True, remove_difficult=False, resume='', sample_points_num=1, save_csv=None, save_evaltxt_forDraw=False, seed=42, set_cost_bbox=5, set_cost_class=1, set_cost_giou=2, start_epoch=0, start_sample_UnSupImg=80, train_with_unlabel_imgs=True, unlabel_cons_loss_coef=50.0, val_data='val', weight_decay=0.0001, world_size=1)
weight dict ..  {'loss_ce': 1, 'loss_bbox': 5, 'loss_giou': 2, 'loss_unlabelcons': 50.0, 'loss_ce_0': 1, 'loss_bbox_0': 5, 'loss_giou_0': 2, 'loss_unlabelcons_0': 50.0, 'loss_ce_1': 1, 'loss_bbox_1': 5, 'loss_giou_1': 2, 'loss_unlabelcons_1': 50.0, 'loss_ce_2': 1, 'loss_bbox_2': 5, 'loss_giou_2': 2, 'loss_unlabelcons_2': 50.0, 'loss_ce_3': 1, 'loss_bbox_3': 5, 'loss_giou_3': 2, 'loss_unlabelcons_3': 50.0, 'loss_ce_4': 1, 'loss_bbox_4': 5, 'loss_giou_4': 2, 'loss_unlabelcons_4': 50.0}
number of params: 60233992
dataset path: 
 /data/sundeep/Point-Beyond-Class/data/RSNA/cocoAnn/50p/instances_trainBox.json
loading annotations into memory...
Done (t=0.02s)
creating index...
index created!
=====> training with unlabeled imgs (point annotation)
loading annotations into memory...
Done (t=0.07s)
creating index...
index created!
=====> /data/sundeep/Point-Beyond-Class/data/RSNA/cocoAnn/100p/instances_trainBox.json
sample points num ..  1
dataset path: 
 /data/sundeep/Point-Beyond-Class/data/RSNA/cocoAnn/50p/../instances_val.json
loading annotations into memory...
Done (t=0.01s)
creating index...
index created!
sample points num ..  1
training data:
num:  4809
sample:  5 (tensor([[[-1.9809, -1.9809, -1.9809,  ..., -2.0494, -2.0665, -2.1008],
         [-1.9638, -1.9638, -1.9638,  ..., -2.0323, -2.0665, -2.1008],
         [-1.9809, -1.9809, -1.9809,  ..., -2.0323, -2.0494, -2.0837],
         ...,
         [ 0.6563,  0.7248,  0.7077,  ..., -1.9467, -1.9295, -2.0494],
         [ 0.6049,  0.6734,  0.6563,  ..., -1.9295, -1.9467, -2.0494],
         [-0.7650, -0.7650, -0.7650,  ..., -2.0152, -2.0323, -2.0837]],

        [[-1.8957, -1.8957, -1.8957,  ..., -1.9657, -1.9832, -2.0182],
         [-1.8782, -1.8782, -1.8782,  ..., -1.9482, -1.9832, -2.0182],
         [-1.8957, -1.8957, -1.8957,  ..., -1.9482, -1.9657, -2.0007],
         ...,
         [ 0.8004,  0.8704,  0.8529,  ..., -1.8606, -1.8431, -1.9657],
         [ 0.7479,  0.8179,  0.8004,  ..., -1.8431, -1.8606, -1.9657],
         [-0.6527, -0.6527, -0.6527,  ..., -1.9307, -1.9482, -2.0007]],

        [[-1.6650, -1.6650, -1.6650,  ..., -1.7347, -1.7522, -1.7870],
         [-1.6476, -1.6476, -1.6476,  ..., -1.7173, -1.7522, -1.7870],
         [-1.6650, -1.6650, -1.6650,  ..., -1.7173, -1.7347, -1.7696],
         ...,
         [ 1.0191,  1.0888,  1.0714,  ..., -1.6302, -1.6127, -1.7347],
         [ 0.9668,  1.0365,  1.0191,  ..., -1.6127, -1.6302, -1.7347],
         [-0.4275, -0.4275, -0.4275,  ..., -1.6999, -1.7173, -1.7696]]]), {'labels': tensor([1, 1]), 'object_ids': tensor([0, 1]), 'points': tensor([[0.3183, 0.2749],
        [0.5916, 0.6803]])}, {'boxes': tensor([[0.2310, 0.5317, 0.3096, 0.5264],
        [0.6040, 0.5762, 0.2510, 0.4512]])}, '000000.jpg', False)
====================================================================================================
using MyBalancedSampler and  50\% data.
====================================================================================================
Start training (Hypothesis 1: ResNet101 backbone)
epoch imgs: 4800
Epoch: [0]  [  0/300]  eta: 0:12:41  lr: 0.000100  loss: 5.1256 (5.1256)  loss_bbox: 3.1487 (3.1487)  loss_giou: 1.6522 (1.6522)  loss_unlabelcons: 0.3247 (0.3247)  time: 2.5372  data: 1.4830  max mem: 7856
Epoch: [0]  [ 10/300]  eta: 0:05:44  lr: 0.000100  loss: 3.6951 (3.8108)  loss_bbox: 2.1039 (2.1968)  loss_giou: 1.4706 (1.4642)  loss_unlabelcons: 0.1338 (0.1498)  time: 1.1888  data: 0.1522  max mem: 9197
Epoch: [79]  [250/300]  eta: 0:00:50  lr: 0.000010  loss: 2.2676 (2.3714)  loss_bbox: 1.1620 (1.2055)  loss_giou: 1.0550 (1.0818)  loss_unlabelcons: 0.0807 (0.0840)  time: 0.9924  data: 0.0238  max mem: 10773
Epoch: [79]  [260/300]  eta: 0:00:40  lr: 0.000010  loss: 2.3054 (2.3724)  loss_bbox: 1.1620 (1.2056)  loss_giou: 1.0639 (1.0827)  loss_unlabelcons: 0.0714 (0.0841)  time: 1.0298  data: 0.0269  max mem: 10773
Epoch: [79]  [270/300]  eta: 0:00:30  lr: 0.000010  loss: 2.4447 (2.3742)  loss_bbox: 1.1873 (1.2072)  loss_giou: 1.1262 (1.0834)  loss_unlabelcons: 0.0731 (0.0836)  time: 1.0757  data: 0.0246  max mem: 10773
Epoch: [79]  [280/300]  eta: 0:00:20  lr: 0.000010  loss: 2.3321 (2.3726)  loss_bbox: 1.1589 (1.2054)  loss_giou: 1.0885 (1.0836)  loss_unlabelcons: 0.0761 (0.0836)  time: 1.0203  data: 0.0235  max mem: 10773
Epoch: [79]  [290/300]  eta: 0:00:10  lr: 0.000010  loss: 2.3054 (2.3728)  loss_bbox: 1.1301 (1.2061)  loss_giou: 1.0791 (1.0835)  loss_unlabelcons: 0.0761 (0.0832)  time: 0.9543  data: 0.0311  max mem: 10773
Epoch: [79]  [299/300]  eta: 0:00:01  lr: 0.000010  loss: 2.2417 (2.3718)  loss_bbox: 1.1301 (1.2057)  loss_giou: 1.0743 (1.0832)  loss_unlabelcons: 0.0740 (0.0830)  time: 0.9455  data: 0.0214  max mem: 10773
Epoch: [79] Total time: 0:05:01 (1.0040 s / it)
Averaged stats: lr: 0.000010  loss: 2.2417 (2.3718)  loss_bbox: 1.1301 (1.2057)  loss_giou: 1.0743 (1.0832)  loss_unlabelcons: 0.0740 (0.0830)
Test:  [ 0/76]  eta: 0:02:45  loss: 2.3084 (2.3084)  loss_bbox: 1.2323 (1.2323)  loss_giou: 1.0761 (1.0761)  time: 2.1723  data: 1.8287  max mem: 10773
Test:  [10/76]  eta: 0:00:34  loss: 2.1699 (2.1847)  loss_bbox: 1.1195 (1.1253)  loss_giou: 1.0504 (1.0594)  time: 0.5210  data: 0.1847  max mem: 10773
Test:  [20/76]  eta: 0:00:23  loss: 2.1524 (2.1759)  loss_bbox: 1.1195 (1.1226)  loss_giou: 1.0435 (1.0532)  time: 0.3234  data: 0.0329  max mem: 10773
Test:  [30/76]  eta: 0:00:16  loss: 2.1524 (2.1678)  loss_bbox: 1.0734 (1.1117)  loss_giou: 1.0489 (1.0561)  time: 0.2800  data: 0.0284  max mem: 10773
Test:  [40/76]  eta: 0:00:13  loss: 2.1009 (2.1830)  loss_bbox: 1.0734 (1.1200)  loss_giou: 1.0489 (1.0630)  time: 0.3105  data: 0.0287  max mem: 10773
Test:  [50/76]  eta: 0:00:09  loss: 2.1178 (2.1836)  loss_bbox: 1.1106 (1.1179)  loss_giou: 1.0227 (1.0657)  time: 0.3553  data: 0.0459  max mem: 10773
Test:  [60/76]  eta: 0:00:05  loss: 2.1543 (2.1920)  loss_bbox: 1.1194 (1.1232)  loss_giou: 1.0325 (1.0688)  time: 0.3384  data: 0.0285  max mem: 10773
Test:  [70/76]  eta: 0:00:02  loss: 2.1545 (2.1817)  loss_bbox: 1.0894 (1.1149)  loss_giou: 1.0498 (1.0668)  time: 0.3026  data: 0.0232  max mem: 10773
Test:  [75/76]  eta: 0:00:00  loss: 2.1545 (2.1800)  loss_bbox: 1.0696 (1.1109)  loss_giou: 1.0570 (1.0692)  time: 0.2715  data: 0.0232  max mem: 10773
Test: Total time: 0:00:25 (0.3407 s / it)
Averaged stats: loss: 2.1545 (2.1800)  loss_bbox: 1.0696 (1.1109)  loss_giou: 1.0570 (1.0692)
Accumulating evaluation results...
DONE (t=0.05s).
IoU metric: bbox
Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.056
Average Precision  (AP) @[ IoU=0.50      | area=   all | maxDets=100 ] = 0.274
Average Precision  (AP) @[ IoU=0.75      | area=   all | maxDets=100 ] = 0.003
Average Precision  (AP) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = -1.000
Average Precision  (AP) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.000
Average Precision  (AP) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.057
Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=  1 ] = 0.092
Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets= 10 ] = 0.154
Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.154
Average Recall     (AR) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = -1.000
Average Recall     (AR) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.000
Average Recall     (AR) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.155
epoch imgs: 4800
Epoch: [80]  [  0/300]  eta: 0:12:52  lr: 0.000010  loss: 2.3138 (2.3138)  loss_bbox: 1.1860 (1.1860)  loss_giou: 1.0365 (1.0365)  loss_unlabelcons: 0.0913 (0.0913)  time: 2.5764  data: 1.5676  max mem: 10773
Epoch: [80]  [ 10/300]  eta: 0:05:47  lr: 0.000010  loss: 2.4558 (2.3537)  loss_bbox: 1.1860 (1.1625)  loss_giou: 1.1338 (1.0838)  loss_unlabelcons: 0.0930 (0.1074)  time: 1.1985  data: 0.1588  max mem: 10773
Epoch: [80]  [ 20/300]  eta: 0:04:54  lr: 0.000010  loss: 2.1583 (2.2790)  loss_bbox: 1.0318 (1.1210)  loss_giou: 1.0502 (1.0659)  loss_unlabelcons: 0.0843 (0.0920)  time: 0.9742  data: 0.0268  max mem: 10773
Epoch: [80]  [ 30/300]  eta: 0:04:43  lr: 0.000010  loss: 2.1413 (2.2728)  loss_bbox: 1.0432 (1.1346)  loss_giou: 1.0182 (1.0466)  loss_unlabelcons: 0.0788 (0.0915)  time: 0.9663  data: 0.0235  max mem: 10773
Epoch: [80]  [ 40/300]  eta: 0:04:29  lr: 0.000010  loss: 2.2737 (2.2661)  loss_bbox: 1.0786 (1.1334)  loss_giou: 1.0045 (1.0408)  loss_unlabelcons: 0.0881 (0.0919)  time: 1.0241  data: 0.0263  max mem: 10773
Epoch: [80]  [ 50/300]  eta: 0:04:20  lr: 0.000010  loss: 2.3365 (2.3034)  loss_bbox: 1.1461 (1.1544)  loss_giou: 1.0535 (1.0561)  loss_unlabelcons: 0.0962 (0.0929)  time: 1.0357  data: 0.0367  max mem: 10773
Epoch: [80]  [ 60/300]  eta: 0:04:06  lr: 0.000010  loss: 2.4035 (2.3120)  loss_bbox: 1.1641 (1.1562)  loss_giou: 1.1064 (1.0656)  loss_unlabelcons: 0.0779 (0.0901)  time: 1.0003  data: 0.0233  max mem: 10773
Epoch: [80]  [ 70/300]  eta: 0:03:55  lr: 0.000010  loss: 2.3568 (2.3211)  loss_bbox: 1.1908 (1.1631)  loss_giou: 1.1188 (1.0691)  loss_unlabelcons: 0.0722 (0.0889)  time: 0.9737  data: 0.0256  max mem: 10773
Epoch: [80]  [ 80/300]  eta: 0:03:44  lr: 0.000010  loss: 2.3568 (2.3467)  loss_bbox: 1.2680 (1.1861)  loss_giou: 1.1023 (1.0720)  loss_unlabelcons: 0.0793 (0.0885)  time: 0.9991  data: 0.0324  max mem: 10773
Epoch: [80]  [ 90/300]  eta: 0:03:30  lr: 0.000010  loss: 2.3373 (2.3481)  loss_bbox: 1.1097 (1.1832)  loss_giou: 1.0969 (1.0748)  loss_unlabelcons: 0.0899 (0.0902)  time: 0.9235  data: 0.0235  max mem: 10773
Epoch: [80]  [100/300]  eta: 0:03:18  lr: 0.000010  loss: 2.2658 (2.3500)  loss_bbox: 1.1104 (1.1858)  loss_giou: 1.0752 (1.0750)  loss_unlabelcons: 0.0851 (0.0893)  time: 0.8740  data: 0.0273  max mem: 10773
Epoch: [80]  [110/300]  eta: 0:03:08  lr: 0.000010  loss: 2.2658 (2.3487)  loss_bbox: 1.1193 (1.1802)  loss_giou: 1.0777 (1.0799)  loss_unlabelcons: 0.0794 (0.0886)  time: 0.9596  data: 0.0236  max mem: 10773
Epoch: [80]  [120/300]  eta: 0:03:00  lr: 0.000010  loss: 2.5138 (2.3619)  loss_bbox: 1.2439 (1.1894)  loss_giou: 1.1454 (1.0853)  loss_unlabelcons: 0.0701 (0.0873)  time: 1.0525  data: 0.0240  max mem: 10773
Epoch: [80]  [130/300]  eta: 0:02:50  lr: 0.000010  loss: 2.5612 (2.3728)  loss_bbox: 1.2840 (1.1980)  loss_giou: 1.1427 (1.0875)  loss_unlabelcons: 0.0724 (0.0873)  time: 1.0540  data: 0.0344  max mem: 10773
Epoch: [80]  [140/300]  eta: 0:02:39  lr: 0.000010  loss: 2.4969 (2.3700)  loss_bbox: 1.2092 (1.1968)  loss_giou: 1.1101 (1.0865)  loss_unlabelcons: 0.0742 (0.0868)  time: 0.9603  data: 0.0235  max mem: 10773
Epoch: [80]  [150/300]  eta: 0:02:28  lr: 0.000010  loss: 2.4583 (2.3885)  loss_bbox: 1.2527 (1.2098)  loss_giou: 1.1203 (1.0919)  loss_unlabelcons: 0.0798 (0.0868)  time: 0.9238  data: 0.0256  max mem: 10773
Epoch: [80]  [160/300]  eta: 0:02:18  lr: 0.000010  loss: 2.4583 (2.3828)  loss_bbox: 1.2560 (1.2056)  loss_giou: 1.0914 (1.0899)  loss_unlabelcons: 0.0822 (0.0873)  time: 0.9574  data: 0.0322  max mem: 10773
Epoch: [80]  [170/300]  eta: 0:02:07  lr: 0.000010  loss: 2.3176 (2.3755)  loss_bbox: 1.0925 (1.1993)  loss_giou: 1.0691 (1.0887)  loss_unlabelcons: 0.0811 (0.0875)  time: 0.9027  data: 0.0235  max mem: 10773
Epoch: [80]  [180/300]  eta: 0:01:57  lr: 0.000010  loss: 2.3258 (2.3796)  loss_bbox: 1.0957 (1.2018)  loss_giou: 1.0844 (1.0903)  loss_unlabelcons: 0.0801 (0.0875)  time: 0.8941  data: 0.0274  max mem: 10773
Epoch: [80]  [190/300]  eta: 0:01:47  lr: 0.000010  loss: 2.4003 (2.3834)  loss_bbox: 1.1466 (1.2046)  loss_giou: 1.0731 (1.0915)  loss_unlabelcons: 0.0821 (0.0873)  time: 0.9055  data: 0.0236  max mem: 10773
Epoch: [80]  [200/300]  eta: 0:01:38  lr: 0.000010  loss: 2.4773 (2.3876)  loss_bbox: 1.2562 (1.2085)  loss_giou: 1.0882 (1.0918)  loss_unlabelcons: 0.0821 (0.0873)  time: 1.0101  data: 0.0239  max mem: 10773
Epoch: [80]  [210/300]  eta: 0:01:28  lr: 0.000010  loss: 2.3457 (2.3826)  loss_bbox: 1.2171 (1.2041)  loss_giou: 1.0825 (1.0919)  loss_unlabelcons: 0.0689 (0.0866)  time: 1.0833  data: 0.0349  max mem: 10773
Epoch: [80]  [220/300]  eta: 0:01:18  lr: 0.000010  loss: 2.3013 (2.3897)  loss_bbox: 1.1494 (1.2110)  loss_giou: 1.0773 (1.0925)  loss_unlabelcons: 0.0671 (0.0861)  time: 0.9625  data: 0.0241  max mem: 10773
Epoch: [80]  [230/300]  eta: 0:01:08  lr: 0.000010  loss: 2.4054 (2.3962)  loss_bbox: 1.2587 (1.2163)  loss_giou: 1.0746 (1.0935)  loss_unlabelcons: 0.0746 (0.0864)  time: 0.9504  data: 0.0257  max mem: 10773
Epoch: [80]  [240/300]  eta: 0:00:59  lr: 0.000010  loss: 2.3570 (2.3960)  loss_bbox: 1.1712 (1.2152)  loss_giou: 1.1085 (1.0938)  loss_unlabelcons: 0.0862 (0.0870)  time: 1.0235  data: 0.0326  max mem: 10773
Epoch: [80]  [250/300]  eta: 0:00:49  lr: 0.000010  loss: 2.3210 (2.3962)  loss_bbox: 1.1570 (1.2155)  loss_giou: 1.0805 (1.0935)  loss_unlabelcons: 0.0819 (0.0872)  time: 1.0030  data: 0.0237  max mem: 10773
Epoch: [80]  [260/300]  eta: 0:00:39  lr: 0.000010  loss: 2.3557 (2.4022)  loss_bbox: 1.2160 (1.2209)  loss_giou: 1.1011 (1.0944)  loss_unlabelcons: 0.0703 (0.0869)  time: 1.0374  data: 0.0274  max mem: 10773
Epoch: [80]  [270/300]  eta: 0:00:29  lr: 0.000010  loss: 2.4344 (2.4031)  loss_bbox: 1.2183 (1.2227)  loss_giou: 1.1127 (1.0935)  loss_unlabelcons: 0.0703 (0.0868)  time: 1.0955  data: 0.0237  max mem: 10773
Epoch: [80]  [280/300]  eta: 0:00:19  lr: 0.000010  loss: 2.4069 (2.4001)  loss_bbox: 1.2008 (1.2207)  loss_giou: 1.0711 (1.0925)  loss_unlabelcons: 0.0820 (0.0869)  time: 0.9275  data: 0.0231  max mem: 10773
Epoch: [80]  [290/300]  eta: 0:00:09  lr: 0.000010  loss: 2.4074 (2.4026)  loss_bbox: 1.2569 (1.2239)  loss_giou: 1.0739 (1.0925)  loss_unlabelcons: 0.0785 (0.0863)  time: 0.8159  data: 0.0326  max mem: 10773
Epoch: [80]  [299/300]  eta: 0:00:00  lr: 0.000010  loss: 2.4074 (2.4044)  loss_bbox: 1.2584 (1.2247)  loss_giou: 1.0780 (1.0932)  loss_unlabelcons: 0.0802 (0.0866)  time: 0.8772  data: 0.0224  max mem: 10773
Epoch: [80] Total time: 0:04:53 (0.9786 s / it)
Averaged stats: lr: 0.000010  loss: 2.4074 (2.4044)  loss_bbox: 1.2584 (1.2247)  loss_giou: 1.0780 (1.0932)  loss_unlabelcons: 0.0802 (0.0866)
epoch imgs: 4800
Epoch: [81]  [  0/300]  eta: 0:12:37  lr: 0.000010  loss: 2.0450 (2.0450)  loss_bbox: 0.9543 (0.9543)  loss_giou: 1.0387 (1.0387)  loss_unlabelcons: 0.0520 (0.0520)  time: 2.5234  data: 1.5103  max mem: 10773
Epoch: [81]  [ 10/300]  eta: 0:05:55  lr: 0.000010  loss: 2.1871 (2.2349)  loss_bbox: 1.1339 (1.1234)  loss_giou: 1.0035 (1.0360)  loss_unlabelcons: 0.0687 (0.0755)  time: 1.2258  data: 0.1562  max mem: 10773
Epoch: [81]  [ 20/300]  eta: 0:04:54  lr: 0.000010  loss: 2.1825 (2.2235)  loss_bbox: 1.1115 (1.1073)  loss_giou: 1.0021 (1.0378)  loss_unlabelcons: 0.0758 (0.0785)  time: 0.9798  data: 0.0294  max mem: 10773
Epoch: [81]  [ 30/300]  eta: 0:04:39  lr: 0.000010  loss: 2.1852 (2.3034)  loss_bbox: 1.0277 (1.1546)  loss_giou: 1.0865 (1.0653)  loss_unlabelcons: 0.0865 (0.0835)  time: 0.9299  data: 0.0247  max mem: 10773
Epoch: [81]  [ 40/300]  eta: 0:04:25  lr: 0.000010  loss: 2.4005 (2.3240)  loss_bbox: 1.2031 (1.1761)  loss_giou: 1.0974 (1.0656)  loss_unlabelcons: 0.0820 (0.0824)  time: 0.9863  data: 0.0239  max mem: 10773
Epoch: [81]  [ 50/300]  eta: 0:04:20  lr: 0.000010  loss: 2.4005 (2.3508)  loss_bbox: 1.2031 (1.1904)  loss_giou: 1.0817 (1.0769)  loss_unlabelcons: 0.0802 (0.0835)  time: 1.0565  data: 0.0367  max mem: 10773
Epoch: [81]  [ 60/300]  eta: 0:04:04  lr: 0.000010  loss: 2.3431 (2.3590)  loss_bbox: 1.1470 (1.1929)  loss_giou: 1.1306 (1.0809)  loss_unlabelcons: 0.0855 (0.0851)  time: 1.0192  data: 0.0242  max mem: 10773
Epoch: [81]  [ 70/300]  eta: 0:03:56  lr: 0.000010  loss: 2.3626 (2.3861)  loss_bbox: 1.2243 (1.2128)  loss_giou: 1.1268 (1.0884)  loss_unlabelcons: 0.0855 (0.0849)  time: 0.9971  data: 0.0236  max mem: 10773
Epoch: [81]  [ 80/300]  eta: 0:03:46  lr: 0.000010  loss: 2.3788 (2.3792)  loss_bbox: 1.2209 (1.2047)  loss_giou: 1.1195 (1.0911)  loss_unlabelcons: 0.0769 (0.0834)  time: 1.0540  data: 0.0245  max mem: 10773
Epoch: [81]  [ 90/300]  eta: 0:03:36  lr: 0.000010  loss: 2.3788 (2.3892)  loss_bbox: 1.2209 (1.2165)  loss_giou: 1.0948 (1.0884)  loss_unlabelcons: 0.0781 (0.0843)  time: 1.0391  data: 0.0240  max mem: 10773
Epoch: [81]  [100/300]  eta: 0:03:26  lr: 0.000010  loss: 2.3896 (2.3914)  loss_bbox: 1.2634 (1.2198)  loss_giou: 1.0713 (1.0876)  loss_unlabelcons: 0.0900 (0.0840)  time: 1.0524  data: 0.0358  max mem: 10773
Epoch: [81]  [110/300]  eta: 0:03:16  lr: 0.000010  loss: 2.4314 (2.3969)  loss_bbox: 1.2104 (1.2213)  loss_giou: 1.0720 (1.0905)  loss_unlabelcons: 0.0806 (0.0851)  time: 1.0350  data: 0.0241  max mem: 10773
Epoch: [81]  [120/300]  eta: 0:03:06  lr: 0.000010  loss: 2.3167 (2.3868)  loss_bbox: 1.1355 (1.2146)  loss_giou: 1.0800 (1.0880)  loss_unlabelcons: 0.0806 (0.0843)  time: 1.0435  data: 0.0243  max mem: 10773
Epoch: [81]  [130/300]  eta: 0:02:56  lr: 0.000010  loss: 2.2916 (2.3808)  loss_bbox: 1.1852 (1.2124)  loss_giou: 1.0520 (1.0840)  loss_unlabelcons: 0.0747 (0.0844)  time: 1.0662  data: 0.0359  max mem: 10773
Epoch: [81]  [140/300]  eta: 0:02:45  lr: 0.000010  loss: 2.2913 (2.3770)  loss_bbox: 1.1441 (1.2079)  loss_giou: 1.0520 (1.0851)  loss_unlabelcons: 0.0816 (0.0840)  time: 1.0426  data: 0.0238  max mem: 10773
Epoch: [81]  [150/300]  eta: 0:02:34  lr: 0.000010  loss: 2.2716 (2.3763)  loss_bbox: 1.1401 (1.2081)  loss_giou: 1.0565 (1.0835)  loss_unlabelcons: 0.0816 (0.0846)  time: 0.9751  data: 0.0244  max mem: 10773
Epoch: [81]  [160/300]  eta: 0:02:24  lr: 0.000010  loss: 2.3983 (2.3804)  loss_bbox: 1.1698 (1.2091)  loss_giou: 1.0789 (1.0857)  loss_unlabelcons: 0.0820 (0.0856)  time: 0.9917  data: 0.0246  max mem: 10773
Epoch: [81]  [170/300]  eta: 0:02:14  lr: 0.000010  loss: 2.4426 (2.3889)  loss_bbox: 1.2258 (1.2131)  loss_giou: 1.1404 (1.0900)  loss_unlabelcons: 0.0820 (0.0857)  time: 1.0619  data: 0.0241  max mem: 10773
Epoch: [81]  [180/300]  eta: 0:02:03  lr: 0.000010  loss: 2.4426 (2.3944)  loss_bbox: 1.2972 (1.2190)  loss_giou: 1.1017 (1.0901)  loss_unlabelcons: 0.0787 (0.0853)  time: 1.0501  data: 0.0356  max mem: 10773
Epoch: [81]  [190/300]  eta: 0:01:52  lr: 0.000010  loss: 2.3392 (2.3931)  loss_bbox: 1.2400 (1.2167)  loss_giou: 1.0696 (1.0919)  loss_unlabelcons: 0.0672 (0.0845)  time: 0.9300  data: 0.0239  max mem: 10773
Epoch: [81]  [200/300]  eta: 0:01:42  lr: 0.000010  loss: 2.4028 (2.3983)  loss_bbox: 1.1885 (1.2204)  loss_giou: 1.1208 (1.0934)  loss_unlabelcons: 0.0688 (0.0846)  time: 0.9169  data: 0.0236  max mem: 10773
Epoch: [81]  [210/300]  eta: 0:01:32  lr: 0.000010  loss: 2.4125 (2.4001)  loss_bbox: 1.1885 (1.2203)  loss_giou: 1.1034 (1.0940)  loss_unlabelcons: 0.0881 (0.0858)  time: 1.0365  data: 0.0355  max mem: 10773
Epoch: [81]  [220/300]  eta: 0:01:21  lr: 0.000010  loss: 2.3781 (2.3989)  loss_bbox: 1.1495 (1.2189)  loss_giou: 1.0887 (1.0947)  loss_unlabelcons: 0.0736 (0.0853)  time: 0.9844  data: 0.0274  max mem: 10773
Epoch: [81]  [230/300]  eta: 0:01:11  lr: 0.000010  loss: 2.3426 (2.3987)  loss_bbox: 1.1495 (1.2188)  loss_giou: 1.0668 (1.0947)  loss_unlabelcons: 0.0718 (0.0851)  time: 0.9627  data: 0.0276  max mem: 10773
Epoch: [81]  [240/300]  eta: 0:01:00  lr: 0.000010  loss: 2.3426 (2.3994)  loss_bbox: 1.1641 (1.2184)  loss_giou: 1.0666 (1.0951)  loss_unlabelcons: 0.0868 (0.0858)  time: 0.9904  data: 0.0251  max mem: 10773
Epoch: [81]  [250/300]  eta: 0:00:50  lr: 0.000010  loss: 2.2111 (2.3946)  loss_bbox: 1.1210 (1.2162)  loss_giou: 1.0323 (1.0923)  loss_unlabelcons: 0.0868 (0.0861)  time: 0.9565  data: 0.0246  max mem: 10773
Epoch: [81]  [260/300]  eta: 0:00:40  lr: 0.000010  loss: 2.2111 (2.3903)  loss_bbox: 1.0963 (1.2136)  loss_giou: 1.0159 (1.0906)  loss_unlabelcons: 0.0850 (0.0861)  time: 1.0342  data: 0.0348  max mem: 10773
Epoch: [81]  [270/300]  eta: 0:00:30  lr: 0.000010  loss: 2.2273 (2.3896)  loss_bbox: 1.1295 (1.2132)  loss_giou: 1.0427 (1.0899)  loss_unlabelcons: 0.0861 (0.0864)  time: 1.0423  data: 0.0240  max mem: 10773
Epoch: [81]  [280/300]  eta: 0:00:20  lr: 0.000010  loss: 2.3965 (2.3946)  loss_bbox: 1.2237 (1.2166)  loss_giou: 1.0958 (1.0917)  loss_unlabelcons: 0.0789 (0.0863)  time: 1.0073  data: 0.0242  max mem: 10773
Epoch: [81]  [290/300]  eta: 0:00:10  lr: 0.000010  loss: 2.2369 (2.3876)  loss_bbox: 1.1059 (1.2114)  loss_giou: 1.0747 (1.0903)  loss_unlabelcons: 0.0723 (0.0859)  time: 1.0094  data: 0.0296  max mem: 10773
Epoch: [81]  [299/300]  eta: 0:00:01  lr: 0.000010  loss: 2.2765 (2.3914)  loss_bbox: 1.1446 (1.2144)  loss_giou: 1.0747 (1.0914)  loss_unlabelcons: 0.0666 (0.0856)  time: 1.0123  data: 0.0217  max mem: 10773
Epoch: [81] Total time: 0:05:04 (1.0161 s / it)
Averaged stats: lr: 0.000010  loss: 2.2765 (2.3914)  loss_bbox: 1.1446 (1.2144)  loss_giou: 1.0747 (1.0914)  loss_unlabelcons: 0.0666 (0.0856)
epoch imgs: 4800
